id,text,label,label_text,meta_doc_drugs,meta_prev_context,span_offsets,source_file,final_pred,agent_reasoning
LIPITOR.8_9,"Since when did the insurance company go to med school so they can dictate what I should be on.
",0,Not-Related,Lipitor,"Why am I on 80 mg?
because the insurance company required a trial at this high level, before I can switch to an alternative and reduce the dose back to 40 mg.
","646, 741",LIPITOR.8.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.8_10,"sorry for the rant.
",0,Not-Related,Lipitor,"Since when did the insurance company go to med school so they can dictate what I should be on.
","741, 761",LIPITOR.8.txt,0,Auto-Rejected by Hunter (Low Probability)
VOLTAREN.32_0,"unbearable stomach cramps on the fifth day -- vomiting for about 7 hours straight until I went to the Emergency Room.
",1,Related,VOLTAREN.32,,"0, 118",VOLTAREN.32.txt,1,"The text describes new, severe physiological symptoms (stomach cramps, vomiting) that occurred during the use of the drug and are not its indication."
VOLTAREN.32_1,"They ended up cutting out my appendix -- I think it was inflamed due to the medicine.
",0,Not-Related,VOLTAREN.32,"unbearable stomach cramps on the fifth day -- vomiting for about 7 hours straight until I went to the Emergency Room.
","118, 204",VOLTAREN.32.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.6_0,"It began with stomach pain,then slight nausea, then reflux each time I took a pill.
",1,Related,Arthrotec; Tylenol,,"0, 84",ARTHROTEC.6.txt,1,"The text describes new physiological symptoms (stomach pain, nausea, reflux) that occurred each time the medication was taken, indicating a temporal relationship with drug use and not an indication for the drugs."
ARTHROTEC.6_1,"After the second pill the same progression of symptoms only now the abdominal gas,cramps and pain would be with me all day.
",0,Not-Related,Arthrotec; Tylenol,"It began with stomach pain,then slight nausea, then reflux each time I took a pill.
","84, 208",ARTHROTEC.6.txt,1,"The text describes new or worsened physiological symptoms (abdominal gas, cramps, and pain) that occurred 'After the second pill' of the drug, indicating a temporal relationship consistent with an adverse drug event."
ARTHROTEC.6_2,"I stopped pills but abdominal cramps persist.
",1,Related,Arthrotec; Tylenol,"After the second pill the same progression of symptoms only now the abdominal gas,cramps and pain would be with me all day.
","208, 254",ARTHROTEC.6.txt,1,"The text describes a physiological issue ('abdominal cramps') that persisted after stopping the drugs, implying it was present during or after drug use and is not an indication for the drugs."
ARTHROTEC.6_3,"The only good thing I can say about Arthrotec is that I did notice pain relief but I won't put up with the side effects on a daily basis since I spent a long time getting rid of a reflux problem in the past.
",0,Not-Related,Arthrotec; Tylenol,"I stopped pills but abdominal cramps persist.
","254, 462",ARTHROTEC.6.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.6_4,"The abdominal gas,cramps and discomfort are another thing I don't want to see get worse if I keep taking Arthrotec.
",0,Not-Related,Arthrotec; Tylenol,"The only good thing I can say about Arthrotec is that I did notice pain relief but I won't put up with the side effects on a daily basis since I spent a long time getting rid of a reflux problem in the past.
","462, 578",ARTHROTEC.6.txt,1,"The text describes physiological issues (abdominal gas, cramps, discomfort) that the user attributes to Arthrotec and is concerned about worsening if they continue the medication, indicating a perceived adverse drug effect."
ARTHROTEC.6_5,"I've taken Tylenol 3 and never had a problem like this.
",0,Not-Related,Arthrotec; Tylenol,"The abdominal gas,cramps and discomfort are another thing I don't want to see get worse if I keep taking Arthrotec.
","578, 634",ARTHROTEC.6.txt,0,Auto-Rejected by Hunter (Low Probability)
ARTHROTEC.6_6,"Perhaps there is something not right yet with Arthrotec.
",0,Not-Related,Arthrotec; Tylenol,"I've taken Tylenol 3 and never had a problem like this.
","634, 691",ARTHROTEC.6.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.598_0,"extreme fatigue, short term memory loss, muscle weakness, hip pain, some cramping in toes.
",1,Related,Lipitor; lipitor; magnesium; olive oil; omega 3,,"0, 91",LIPITOR.598.txt,1,"The text describes several physiological issues (extreme fatigue, short term memory loss, muscle weakness, hip pain, cramping in toes) which are consistent with potential adverse drug events, particularly for a statin like Lipitor. There is no indication these are pre-existing, the reason for taking the drug, or negated."
LIPITOR.598_1,"Have been taking 10 mg of lipitor for 8 months.
",0,Not-Related,Lipitor; lipitor; magnesium; olive oil; omega 3,"extreme fatigue, short term memory loss, muscle weakness, hip pain, some cramping in toes.
","91, 139",LIPITOR.598.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.598_2,"Also on strict low cholesterol diet and taking magnesium, omega 3, olive oil.
",0,Not-Related,Lipitor; lipitor; magnesium; olive oil; omega 3,"Have been taking 10 mg of lipitor for 8 months.
","139, 217",LIPITOR.598.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.598_3,"Lowered LDL from 186 to 80 and total cholesterol from 260 to 130.
have also lost 40 lbs.
",0,Not-Related,Lipitor; lipitor; magnesium; olive oil; omega 3,"Also on strict low cholesterol diet and taking magnesium, omega 3, olive oil.
","217, 306",LIPITOR.598.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.598_4,"Heart doctor says I should continue taking lipitor because it is good for the arterial walls and heart.
",0,Not-Related,Lipitor; lipitor; magnesium; olive oil; omega 3,"Lowered LDL from 186 to 80 and total cholesterol from 260 to 130.
have also lost 40 lbs.
","306, 410",LIPITOR.598.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.598_5,"However, because of increasing bad side effects (especially extreme tiredness and general feeling of malais) am going to discontinue use and maintain strict diet and exercise.
",1,Related,Lipitor; lipitor; magnesium; olive oil; omega 3,"Heart doctor says I should continue taking lipitor because it is good for the arterial walls and heart.
","410, 586",LIPITOR.598.txt,1,"The text explicitly states 'increasing bad side effects (especially extreme tiredness and general feeling of malais)' as the reason for discontinuing use, indicating these are adverse drug events attributed to the drug(s)."
LIPITOR.598_6,"Benefits of Lipitor on cholesterol levels have been very good but am increasingly concerned about long term side effects.
",0,Not-Related,Lipitor; lipitor; magnesium; olive oil; omega 3,"However, because of increasing bad side effects (especially extreme tiredness and general feeling of malais) am going to discontinue use and maintain strict diet and exercise.
","586, 708",LIPITOR.598.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.69_0,"Eye sight appeared foggy when it was perfect before, some loss of hair, aches and pains in my back, a cough, sore ankles when I exercise.
",1,Related,Omega 3,,"0, 138",LIPITOR.69.txt,1,"The text describes multiple new or changed physiological issues (foggy eyesight, hair loss, back pain, cough, sore ankles) that are not indications for Omega 3 and are presented as occurring after a previous state of 'perfect' eyesight, implying new onset."
LIPITOR.69_1,"Sore joints.
",1,Related,Omega 3,"Eye sight appeared foggy when it was perfect before, some loss of hair, aches and pains in my back, a cough, sore ankles when I exercise.
","138, 151",LIPITOR.69.txt,1,"The text describes a physiological issue (sore joints) which could be a side effect. It does not explicitly state it was the reason for taking the drug, nor does it fall under other 'NO' categories."
LIPITOR.69_2,"but even more scarey it made me depressed!
",1,Related,Omega 3,"Sore joints.
","151, 194",LIPITOR.69.txt,1,"The text describes a negative mental state ('depressed') that the user attributes directly to the drug ('it made me depressed'), indicating a potential adverse drug event."
LIPITOR.69_3,"What sort of drugs are they maiking us take?
I'm stopping right now after finding this site.
",0,Not-Related,Omega 3,"but even more scarey it made me depressed!
","194, 287",LIPITOR.69.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.69_4,"It did lower my CL though.
",0,Not-Related,Omega 3,"What sort of drugs are they maiking us take?
I'm stopping right now after finding this site.
","287, 314",LIPITOR.69.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.69_5,"I'm going to take Omega 3, carry on exercising and try my luck.
",0,Not-Related,Omega 3,"It did lower my CL though.
","314, 378",LIPITOR.69.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.942_0,"None whatsoever.
",0,Not-Related,LIPITOR.942,,"0, 17",LIPITOR.942.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.942_1,"I'm taking 80 mg's a day which is the maximum dose and it brought my cholesterol levels comfortably back into the safe numbers.
",0,Not-Related,LIPITOR.942,"None whatsoever.
","17, 145",LIPITOR.942.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.716_0,"My Grandmother is in the hopital with side affect of a storke, the Dr now think that it could be a reaction to Lipitor that she has been taking.
",1,Related,Lipitor,,"0, 145",LIPITOR.716.txt,0,Auto-Rejected by Hunter (Low Probability)
LIPITOR.514_0,"Started getting ocular migranes and migranes during sexual intercourse.
",1,Related,lipitor,,"0, 72",LIPITOR.514.txt,1,"The text describes new onset physiological issues (ocular migraines and migraines during sexual intercourse) which are not indications for Lipitor and are presented as new symptoms, fitting the criteria for a potential adverse drug event."
LIPITOR.514_1,"Never had migranes before.
",1,Related,lipitor,"Started getting ocular migranes and migranes during sexual intercourse.
","72, 99",LIPITOR.514.txt,1,"The text implies a new onset of migraines, a physiological issue, which the patient 'never had before' taking the drug, suggesting a potential adverse event."
LIPITOR.514_2,"Migranes stopped after stopping lipitor.
",1,Related,lipitor,"Never had migranes before.
","99, 140",LIPITOR.514.txt,1,"The text implies that migraines were experienced while on lipitor and resolved after stopping the drug, suggesting a causal relationship."
LIPITOR.110_0,"Leg, arm, shoulder, and foot pain.
",1,Related,CO Q 10; Lipitor; MSM; Niacin; alpha lipoid acid; astaxanthan; fish oil capsules; lipitor; vit. B complex; vitamin c,,"0, 35",LIPITOR.110.txt,1,"The text describes physiological pain (leg, arm, shoulder, and foot pain), which is a known potential adverse effect of some of the listed drugs (e.g., Lipitor). There is no information suggesting it's an indication, pre-existing condition, or negated."
LIPITOR.110_1,"Neuropathy in feet.
",1,Related,CO Q 10; Lipitor; MSM; Niacin; alpha lipoid acid; astaxanthan; fish oil capsules; lipitor; vit. B complex; vitamin c,"Leg, arm, shoulder, and foot pain.
","35, 55",LIPITOR.110.txt,1,"Neuropathy in feet is a physiological issue and a known potential adverse effect of statins (Lipitor), which is listed in the drug context. There is no indication it was a pre-existing condition, the reason for taking the drug, or negated."
LIPITOR.110_2,"Constant pain!
Loss of energy.
",1,Related,CO Q 10; Lipitor; MSM; Niacin; alpha lipoid acid; astaxanthan; fish oil capsules; lipitor; vit. B complex; vitamin c,"Neuropathy in feet.
","55, 86",LIPITOR.110.txt,1,"The text describes physiological issues ('Constant pain!', 'Loss of energy') which are not typical indications for the listed drugs and are presented as new or ongoing problems. Without further context, these are considered potential adverse drug events."
LIPITOR.110_3,"Difficulty thinking and speaking in a glib fashion.
",1,Related,CO Q 10; Lipitor; MSM; Niacin; alpha lipoid acid; astaxanthan; fish oil capsules; lipitor; vit. B complex; vitamin c,"Constant pain!
Loss of energy.
","86, 138",LIPITOR.110.txt,1,"The text describes a physiological and mental dysfunction ('Difficulty thinking and speaking') which is a potential adverse effect and not an indication for any of the listed drugs. There is no information to suggest it is pre-existing, negated, or a logistical issue."
LIPITOR.110_4,"Disturbed sleep patterns.
",1,Related,CO Q 10; Lipitor; MSM; Niacin; alpha lipoid acid; astaxanthan; fish oil capsules; lipitor; vit. B complex; vitamin c,"Difficulty thinking and speaking in a glib fashion.
","138, 164",LIPITOR.110.txt,1,"The text describes a physiological issue (disturbed sleep patterns) which is a potential adverse event. There is no information to suggest it is an indication for the drugs, pre-existing, or negated."
LIPITOR.110_5,"Difficulty urinating.
",1,Related,CO Q 10; Lipitor; MSM; Niacin; alpha lipoid acid; astaxanthan; fish oil capsules; lipitor; vit. B complex; vitamin c,"Disturbed sleep patterns.
","164, 186",LIPITOR.110.txt,1,The text describes a physiological issue (difficulty urinating) which is a potential adverse drug event and not an indication for any of the listed drugs.
